Date,Open,High,Low,Close,Adj Close,Volume
1985-03-29,9.093112,9.211718,9.093112,9.172183,2.408191,630766
1985-04-01,9.132648,9.211718,9.014042,9.053577,2.377051,859359
1985-04-02,9.053577,9.093112,8.934971,8.934971,2.345910,701905
1985-04-03,8.934971,9.014042,8.855901,8.855901,2.325150,718030
1985-04-04,8.855901,9.053577,8.855901,8.974506,2.356292,766720
1985-04-08,8.974506,9.093112,8.934971,8.974506,2.356292,977608
1985-04-09,8.974506,9.093112,8.974506,9.014042,2.366671,904572
1985-04-10,9.053577,9.290789,9.053577,9.211718,2.418571,1361443
1985-04-11,9.211718,9.290789,9.172183,9.172183,2.408191,1584345
1985-04-12,9.211718,9.290789,9.172183,9.251253,2.428952,549825
1985-04-15,9.211718,9.290789,9.172183,9.290789,2.439332,528010
1985-04-16,9.211718,9.251253,9.093112,9.132648,2.397811,1159092
1985-04-17,9.132648,9.211718,9.093112,9.172183,2.408191,671236
1985-04-18,9.251253,9.251253,8.895436,8.974506,2.356292,1084475
1985-04-19,9.053577,9.053577,8.895436,9.053577,2.377051,1104394
1985-04-22,8.974506,9.211718,8.895436,9.211718,2.418571,1097438
1985-04-23,9.211718,9.330324,9.172183,9.290789,2.439332,1227385
1985-04-24,9.330324,9.369859,9.290789,9.330324,2.449711,1171106
1985-04-25,9.369859,9.448930,9.290789,9.448930,2.480851,1821791
1985-04-26,9.448930,9.448930,9.330324,9.409394,2.470473,802764
1985-04-29,9.409394,9.488465,9.369859,9.409394,2.470473,931131
1985-04-30,9.448930,9.528000,9.409394,9.488465,2.491233,1791122
1985-05-01,9.488465,9.528000,9.409394,9.409394,2.470473,929866
1985-05-02,9.409394,9.488465,9.330324,9.488465,2.491233,819521
1985-05-03,9.488465,9.646606,9.448930,9.567536,2.511993,970968
1985-05-06,9.488465,9.646606,9.488465,9.607071,2.522373,1372509
1985-05-07,9.607071,9.844282,9.607071,9.725677,2.553513,3743493
1985-05-08,9.646606,9.686141,9.607071,9.686141,2.543132,1854673
1985-05-09,9.646606,9.844282,9.607071,9.804747,2.574274,2313124
1985-05-10,9.804747,9.962888,9.765212,9.844282,2.584653,2617916
1985-05-13,9.923353,9.923353,9.844282,9.923353,2.605414,1110717
1985-05-14,9.923353,9.962888,9.804747,9.883818,2.595034,1063607
1985-05-15,9.844282,10.041959,9.804747,9.962888,2.615794,2089274
1985-05-16,10.002424,10.200100,9.923353,10.160565,2.667696,2417145
1985-05-17,10.121029,10.437311,10.121029,10.318706,2.709215,4176650
1985-05-20,10.279170,10.595453,10.279170,10.358241,2.719594,2979618
1985-05-21,10.358241,10.595453,10.121029,10.397776,2.729974,1670976
1985-05-22,10.358241,10.358241,10.239635,10.358241,2.719594,1787960
1985-05-23,10.358241,10.358241,10.279170,10.318706,2.709215,1121783
1985-05-24,10.358241,10.714058,10.318706,10.595453,2.781877,4533926
1985-05-28,10.714058,10.753594,10.595453,10.674523,2.802636,1986201
1985-05-29,10.634988,10.674523,10.476847,10.634988,2.792256,1748123
1985-05-30,10.634988,10.793129,10.595453,10.595453,2.781877,2929030
1985-05-31,10.595453,10.753594,10.516382,10.753594,2.823398,2133538
1985-06-03,10.793129,10.951270,10.753594,10.951270,2.875297,1924547
1985-06-04,10.911735,10.990805,10.872199,10.951270,2.875297,2785487
1985-06-05,10.911735,10.990805,10.911735,10.911735,2.864918,1787328
1985-06-06,10.872199,10.872199,10.595453,10.714058,2.813018,1275127
1985-06-07,10.674523,10.674523,10.476847,10.555917,2.771495,1033255
1985-06-10,10.516382,10.555917,10.476847,10.476847,2.750736,802448
1985-06-11,10.516382,10.555917,10.437311,10.516382,2.761116,1184069
1985-06-12,10.516382,10.516382,10.397776,10.476847,2.750736,1193238
1985-06-13,10.358241,10.437311,10.318706,10.358241,2.719594,1236238
1985-06-14,10.476847,10.516382,10.397776,10.516382,2.761116,910895
1985-06-17,10.516382,10.516382,10.437311,10.476847,2.750736,997527
1985-06-18,10.516382,10.793129,10.516382,10.753594,2.823398,2909744
1985-06-19,10.753594,10.872199,10.714058,10.793129,2.833777,1352590
1985-06-20,10.714058,10.832664,10.674523,10.832664,2.844158,1348163
1985-06-21,10.832664,11.148946,10.793129,11.148946,2.927197,2190449
1985-06-24,10.951270,10.990805,10.872199,10.990805,2.885676,12861933
1985-06-25,10.990805,11.030341,10.793129,10.990805,2.923534,1953319
1985-06-26,10.951270,11.188482,10.911735,11.109411,2.955085,1677616
1985-06-27,11.228017,11.425693,11.228017,11.386158,3.028700,3642317
1985-06-28,11.307087,11.623370,11.228017,11.307087,3.007667,1207466
1985-07-01,11.228017,11.307087,11.109411,11.228017,2.986635,893822
1985-07-02,11.307087,11.307087,11.148946,11.188482,2.976117,1180275
1985-07-03,11.188482,11.228017,11.069876,11.109411,2.955085,1040843
1985-07-05,11.109411,11.188482,10.951270,11.030341,2.934053,534333
1985-07-08,10.990805,11.069876,10.951270,11.069876,2.944570,619700
1985-07-09,11.030341,11.109411,11.030341,11.030341,2.934053,691155
1985-07-10,11.109411,11.267552,11.069876,11.267552,2.997150,1317494
1985-07-11,11.267552,11.307087,11.228017,11.267552,2.997150,852087
1985-07-12,11.386158,11.504764,11.307087,11.346623,3.018184,2112670
1985-07-15,11.307087,11.386158,11.267552,11.346623,3.018184,1012071
1985-07-16,11.346623,11.662905,11.267552,11.504764,3.060248,1955532
1985-07-17,11.544299,11.544299,11.465229,11.504764,3.060248,1516368
1985-07-18,11.465229,11.465229,11.346623,11.386158,3.028700,821418
1985-07-19,11.425693,11.544299,11.386158,11.544299,3.070765,2085163
1985-07-22,11.504764,11.544299,11.425693,11.544299,3.070765,861572
1985-07-23,11.504764,11.662905,11.425693,11.544299,3.070765,2532233
1985-07-24,11.544299,11.623370,11.504764,11.583834,3.081283,3061823
1985-07-25,11.623370,11.702440,11.544299,11.662905,3.102313,2945787
1985-07-26,11.623370,11.702440,11.583834,11.662905,3.102313,1204621
1985-07-29,11.623370,11.623370,11.425693,11.465229,3.049731,797389
1985-07-30,11.504764,11.583834,11.465229,11.544299,3.070765,859992
1985-07-31,11.662905,11.702440,11.623370,11.662905,3.102313,3161734
1985-08-01,11.702440,11.741975,11.544299,11.544299,3.070765,1149923
1985-08-02,11.544299,11.544299,11.346623,11.465229,3.049731,858411
1985-08-05,11.425693,11.504764,11.386158,11.504764,3.060248,511885
1985-08-06,11.425693,11.504764,11.069876,11.109411,2.955085,1087320
1985-08-07,11.109411,11.346623,11.069876,11.307087,3.007667,1099651
1985-08-08,11.307087,11.465229,11.267552,11.386158,3.028700,1079100
1985-08-09,11.386158,11.386158,11.267552,11.307087,3.007667,638986
1985-08-12,11.228017,11.307087,11.188482,11.188482,2.976117,879911
1985-08-13,11.148946,11.307087,11.109411,11.188482,2.976117,970968
1985-08-14,11.188482,11.346623,11.188482,11.307087,3.007667,986145
1985-08-15,11.307087,11.386158,11.188482,11.267552,2.997150,887499
1985-08-16,11.228017,11.228017,11.109411,11.109411,2.955085,1373141
1985-08-19,11.109411,11.188482,11.069876,11.148946,2.965601,780632
1985-08-20,11.148946,11.267552,11.109411,11.188482,2.976117,1532492
1985-08-21,11.267552,11.425693,11.267552,11.386158,3.028700,924175
1985-08-22,11.386158,11.544299,11.267552,11.267552,2.997150,815095
1985-08-23,11.267552,11.386158,11.228017,11.307087,3.007667,495444
1985-08-26,11.267552,11.307087,11.188482,11.307087,3.007667,707596
1985-08-27,11.346623,11.425693,11.346623,11.386158,3.028700,1171106
1985-08-28,11.425693,11.425693,11.307087,11.346623,3.018184,707280
1985-08-29,11.346623,11.346623,11.267552,11.307087,3.007667,483429
1985-08-30,11.307087,11.346623,11.307087,11.346623,3.018184,539392
1985-09-03,11.267552,11.307087,11.228017,11.228017,2.986635,400592
1985-09-04,11.228017,11.267552,11.148946,11.148946,2.965601,782213
1985-09-05,11.188482,11.188482,10.990805,11.069876,2.944570,658905
1985-09-06,11.069876,11.346623,11.069876,11.307087,3.007667,835646
1985-09-09,11.267552,11.386158,11.228017,11.307087,3.007667,534965
1985-09-10,11.346623,11.346623,11.148946,11.148946,2.965601,1322869
1985-09-11,11.109411,11.188482,11.069876,11.069876,2.944570,504297
1985-09-12,11.069876,11.109411,10.990805,10.990805,2.923534,1120518
1985-09-13,10.990805,11.030341,10.911735,10.990805,2.923534,1142334
1985-09-16,10.990805,11.030341,10.911735,10.951270,2.913019,867264
1985-09-17,10.990805,11.307087,10.911735,11.030341,2.934053,1240348
1985-09-18,11.030341,11.188482,11.030341,11.148946,2.965601,1135695
1985-09-19,11.109411,11.267552,11.109411,11.228017,2.986635,1321921
1985-09-20,11.148946,11.228017,11.069876,11.069876,2.944570,1587507
1985-09-23,11.346623,11.425693,11.267552,11.386158,3.028700,5327521
1985-09-24,11.030341,11.267552,10.951270,11.030341,2.971193,920697
1985-09-25,11.030341,11.069876,10.753594,10.753594,2.896648,898249
1985-09-26,10.753594,10.832664,10.634988,10.793129,2.907296,855565
1985-09-30,10.872199,10.951270,10.832664,10.872199,2.928593,971285
1985-10-01,10.872199,11.109411,10.793129,11.109411,2.992491,767985
1985-10-02,11.109411,11.267552,11.069876,11.148946,3.003140,1436376
1985-10-03,11.148946,11.148946,10.990805,11.030341,2.971193,1671609
1985-10-04,10.951270,11.030341,10.714058,10.872199,2.928593,1451868
1985-10-07,10.832664,10.832664,10.714058,10.793129,2.907296,721508
1985-10-08,10.714058,10.793129,10.595453,10.714058,2.885998,774309
1985-10-09,10.793129,11.030341,10.753594,10.911735,2.939244,1242878
1985-10-10,10.872199,11.069876,10.872199,11.030341,2.971193,744588
1985-10-11,10.990805,11.148946,10.990805,11.148946,3.003140,480900
1985-10-14,11.188482,11.228017,11.109411,11.188482,3.013790,345894
1985-10-15,11.228017,11.307087,11.069876,11.188482,3.013790,1055071
1985-10-16,11.228017,11.267552,11.109411,11.228017,3.024440,913109
1985-10-17,11.267552,11.267552,10.911735,11.030341,2.971193,2013392
1985-10-18,10.990805,11.188482,10.951270,11.148946,3.003140,2125634
1985-10-21,11.188482,11.544299,11.188482,11.425693,3.077686,3528495
1985-10-22,11.425693,11.623370,11.109411,11.623370,3.130933,2267912
1985-10-23,11.623370,11.702440,11.583834,11.583834,3.120286,2167685
1985-10-24,11.583834,11.623370,11.544299,11.583834,3.120286,1302002
1985-10-25,11.544299,11.623370,11.386158,11.465229,3.088335,1068034
1985-10-28,11.386158,11.504764,11.346623,11.386158,3.067038,839124
1985-10-29,11.425693,11.544299,11.386158,11.544299,3.109636,1109136
1985-10-30,11.544299,11.662905,11.544299,11.662905,3.141583,1768990
1985-10-31,11.583834,11.583834,11.465229,11.544299,3.109636,1392428
1985-11-01,11.465229,11.702440,11.425693,11.702440,3.152233,1359546
1985-11-04,11.702440,11.702440,11.544299,11.662905,3.141583,1212209
1985-11-05,11.583834,11.662905,11.425693,11.583834,3.120286,1682042
1985-11-06,11.702440,11.741975,11.544299,11.662905,3.141583,2900575
1985-11-07,11.662905,11.979187,11.662905,11.939652,3.216128,3100712
1985-11-08,11.900117,12.058258,11.860581,12.018722,3.237429,1709866
1985-11-11,12.097793,12.255934,12.058258,12.216399,3.290676,1895143
1985-11-12,12.335004,12.374540,12.216399,12.295469,3.311974,3256586
1985-11-13,12.295469,12.335004,12.176863,12.176863,3.280026,1310539
1985-11-14,12.176863,12.216399,12.097793,12.176863,3.280026,1315914
1985-11-15,12.176863,12.216399,12.018722,12.058258,3.248077,1463250
1985-11-18,12.058258,12.137328,12.018722,12.097793,3.258727,1032306
1985-11-19,12.137328,12.176863,12.018722,12.137328,3.269376,943461
1985-11-20,12.176863,12.176863,11.979187,12.058258,3.248077,2140178
1985-11-21,12.097793,12.176863,12.058258,12.058258,3.248077,2233133
1985-11-22,12.137328,12.176863,12.058258,12.176863,3.280026,1162569
1985-11-25,12.176863,12.176863,11.979187,12.058258,3.248077,1084159
1985-11-26,12.097793,12.097793,11.781511,11.979187,3.226778,951998
1985-11-27,12.018722,12.335004,11.979187,12.335004,3.322624,1622286
1985-11-29,12.335004,12.335004,12.216399,12.295469,3.311974,1078151
1985-12-02,12.335004,12.335004,12.137328,12.176863,3.280026,1595411
1985-12-03,12.097793,12.216399,12.097793,12.097793,3.258727,575436
1985-12-04,12.216399,12.651287,12.176863,12.611751,3.397170,2060186
1985-12-05,12.651287,12.888498,12.572216,12.572216,3.386519,4616131
1985-12-06,12.414075,12.572216,12.374540,12.414075,3.343922,1786696
1985-12-09,12.493146,12.611751,12.493146,12.532681,3.375872,1386420
1985-12-10,12.572216,12.651287,12.493146,12.572216,3.386519,1890084
1985-12-11,12.611751,12.888498,12.572216,12.690822,3.418467,2032679
1985-12-12,12.730357,12.809428,12.611751,12.769892,3.439767,1548933
1985-12-13,12.809428,12.967569,12.769892,12.848963,3.461066,1483485
1985-12-16,12.928034,13.046639,12.848963,12.967569,3.493015,2077259
1985-12-17,12.967569,13.007104,12.809428,12.888498,3.471716,1452817
1985-12-18,12.888498,13.007104,12.848963,12.888498,3.471716,1542294
1985-12-19,12.888498,13.007104,12.888498,13.007104,3.503664,1064872
1985-12-20,13.046639,13.244316,13.007104,13.125710,3.535612,2547409
1985-12-23,13.046639,13.125710,12.967569,13.046639,3.514314,2017186
1985-12-24,12.928034,12.967569,12.769892,12.928034,3.520773,577333
1985-12-26,12.888498,12.967569,12.809428,12.888498,3.510007,386364
1985-12-27,12.888498,13.046639,12.888498,13.007104,3.542308,644994
1985-12-30,13.086175,13.086175,12.690822,12.967569,3.531539,804345
1985-12-31,13.007104,13.086175,12.928034,12.967569,3.531539,930498
1986-01-02,12.967569,12.967569,12.651287,12.730357,3.466941,1449023
1986-01-03,12.809428,12.888498,12.769892,12.848963,3.499238,789169
1986-01-06,12.928034,13.007104,12.769892,13.007104,3.542308,924175
1986-01-07,13.125710,13.244316,13.046639,13.204780,3.596142,1288407
1986-01-08,13.283851,13.402457,13.204780,13.204780,3.596142,3047279
1986-01-09,13.125710,13.125710,12.769892,12.888498,3.510007,3256586
1986-01-10,12.888498,12.967569,12.611751,12.730357,3.466941,1470206
1986-01-13,12.809428,12.888498,12.651287,12.848963,3.499238,1136011
1986-01-14,12.928034,13.125710,12.848963,13.086175,3.563842,1573279
1986-01-15,13.125710,13.244316,13.086175,13.204780,3.596142,763559
1986-01-16,13.283851,13.362922,13.125710,13.362922,3.639211,1527117
1986-01-17,13.362922,13.402457,13.204780,13.323386,3.628445,1726939
1986-01-20,13.244316,13.362922,13.165245,13.362922,3.639211,725618
1986-01-21,13.323386,13.362922,12.967569,13.244316,3.606909,1072776
1986-01-22,13.165245,13.204780,13.046639,13.086175,3.563842,1709549
1986-01-23,12.967569,13.086175,12.769892,12.928034,3.520773,939983
1986-01-24,12.967569,13.046639,12.888498,12.967569,3.531539,973814
1986-01-27,13.046639,13.086175,12.967569,13.046639,3.553074,990255
1986-01-28,13.283851,13.323386,13.283851,13.283851,3.617677,948520
1986-01-29,13.323386,13.521063,13.244316,13.283851,3.617677,2856943
1986-01-30,13.283851,13.283851,13.125710,13.165245,3.585375,2428528
1986-01-31,13.086175,13.362922,13.007104,13.283851,3.617677,2570490
1986-02-03,13.323386,13.441992,13.125710,13.362922,3.639211,2092119
1986-02-04,13.481527,13.718739,13.046639,13.362922,3.639211,3319820
1986-02-05,13.402457,13.441992,13.244316,13.323386,3.628445,1210944
1986-02-06,13.441992,13.639668,13.323386,13.600133,3.703810,1529331
1986-02-07,13.639668,14.074556,13.441992,13.876880,3.779180,2076627
1986-02-10,13.876880,14.074556,13.837345,14.074556,3.833014,1559683
1986-02-11,14.074556,14.193162,13.995486,14.193162,3.865314,1434479
1986-02-12,14.232697,14.272233,13.916415,13.995486,3.811480,1234341
1986-02-13,14.035021,14.074556,13.758274,14.074556,3.833014,1205885
1986-02-14,14.153627,14.390839,14.035021,14.351303,3.908386,2146501
1986-02-18,14.430374,14.588515,14.311768,14.588515,3.972983,1925180
1986-02-19,14.628050,15.023403,14.588515,14.667585,3.994518,2731422
1986-02-20,14.667585,15.497826,14.667585,15.497826,4.220622,2705812
1986-02-21,15.655967,16.288532,15.576897,16.130390,4.392892,6010456
1986-02-24,16.169926,16.209461,15.814108,16.051319,4.371361,3822536
1986-02-25,15.972249,16.011786,15.260615,15.497826,4.220622,3224968
1986-02-26,15.418756,15.458291,15.339685,15.339685,4.177554,2293838
1986-02-27,15.379220,15.774573,15.339685,15.735038,4.285223,3161734
1986-02-28,15.814108,15.893179,15.300150,15.735038,4.285223,3193351
1986-03-03,15.062938,15.418756,14.944332,15.181544,4.134485,2336521
1986-03-04,15.221079,15.260615,14.746656,14.944332,4.069885,2942626
1986-03-05,14.944332,15.221079,14.746656,15.023403,4.091421,3083007
1986-03-06,15.102473,15.260615,15.062938,15.102473,4.112954,3064352
1986-03-07,15.181544,15.458291,15.102473,15.458291,4.209856,1482853
1986-03-10,15.576897,15.616432,15.497826,15.616432,4.252923,1460405
1986-03-11,15.814108,16.090855,15.774573,16.051319,4.371361,3572759
1986-03-12,16.130390,16.407137,16.011786,16.090855,4.382126,2854729
1986-03-13,16.051319,16.090855,15.893179,16.051319,4.371361,1601418
1986-03-14,16.130390,16.525743,15.972249,16.407137,4.468260,3319820
1986-03-17,16.367601,16.486208,16.248997,16.446672,4.479029,1865107
1986-03-18,16.446672,17.000166,16.407137,16.921097,4.608232,3051073
1986-03-19,16.802490,16.921097,16.565277,16.683884,4.543628,2489865
1986-03-20,16.723419,16.921097,16.683884,16.723419,4.554394,2855046
1986-03-21,16.802490,16.960630,16.565277,16.565277,4.511328,2914170
1986-03-24,16.130390,16.565277,16.051319,16.130390,4.430963,1704491
1986-03-25,16.209461,16.288532,16.051319,16.130390,4.430963,1223591
1986-03-26,16.248997,16.960630,16.209461,16.921097,4.648167,1834438
1986-03-27,17.000166,17.158308,16.881561,17.000166,4.669889,1890717
1986-03-31,16.921097,16.960630,16.565277,16.565277,4.550429,944410
1986-04-01,16.723419,16.802490,15.853644,16.051319,4.409241,1848666
1986-04-02,16.051319,16.130390,15.893179,15.972249,4.387522,1929290
1986-04-03,16.051319,16.209461,15.497826,15.576897,4.278919,2631827
1986-04-04,15.576897,15.616432,14.865262,15.023403,4.126876,2637518
1986-04-07,15.102473,15.339685,15.062938,15.181544,4.170318,1594146
1986-04-08,15.339685,15.893179,15.339685,15.853644,4.354941,2526541
1986-04-09,16.051319,16.090855,15.616432,15.814108,4.344079,1948577
1986-04-10,16.011786,16.130390,15.774573,16.051319,4.409241,1669079
1986-04-11,16.130390,16.209461,15.735038,15.853644,4.354941,1891665
1986-04-14,15.893179,15.932714,15.616432,15.814108,4.344079,804661
1986-04-15,15.814108,15.893179,15.576897,15.695503,4.311500,784110
1986-04-16,15.932714,16.367601,15.814108,16.209461,4.452683,1712711
1986-04-17,16.446672,16.723419,16.407137,16.683884,4.583005,2251471
1986-04-18,16.762955,17.197844,15.695503,16.960630,4.659028,2761142
1986-04-21,17.000166,17.079237,16.921097,17.079237,4.691608,1325083
1986-04-22,17.079237,17.435055,16.960630,17.237377,4.735051,3604376
1986-04-23,17.039701,17.197844,17.000166,17.197844,4.724188,1969128
1986-04-24,17.395519,17.711802,17.355984,17.553659,4.821928,2896148
1986-04-25,17.593197,17.593197,17.355984,17.474590,4.800209,1521426
1986-04-28,17.553659,17.711802,17.474590,17.711802,4.865371,1289987
1986-04-29,17.949013,17.949013,17.553659,17.711802,4.865371,1738954
1986-04-30,17.711802,17.711802,17.118773,17.118773,4.702467,2051333
1986-05-01,16.960630,17.079237,16.921097,17.000166,4.669889,1614697
1986-05-02,17.000166,17.632730,16.881561,16.921097,4.648167,1207782
1986-05-05,16.921097,17.435055,16.802490,17.395519,4.778490,1387685
1986-05-06,17.514126,17.514126,17.039701,17.079237,4.691608,1393376
1986-05-07,17.079237,17.158308,16.683884,16.723419,4.593867,1433214
1986-05-08,16.881561,16.921097,16.604815,16.683884,4.583005,1209996
1986-05-09,16.683884,17.158308,16.604815,17.079237,4.691608,1198297
1986-05-12,17.118773,17.158308,16.881561,16.960630,4.659028,1050644
1986-05-13,16.960630,17.079237,16.802490,16.960630,4.659028,1068666
1986-05-14,16.960630,17.355984,16.921097,17.355984,4.767631,2131009
1986-05-15,17.316448,17.355984,16.762955,16.881561,4.637305,1222642
1986-05-16,16.881561,16.881561,16.288532,16.525743,4.539563,1766461
1986-05-19,16.762955,16.881561,16.644348,16.802490,4.615584,1030725
1986-05-20,16.802490,17.079237,16.723419,17.079237,4.691608,1287458
1986-05-21,17.079237,17.276913,17.039701,17.118773,4.702467,1106923
1986-05-22,17.197844,17.553659,17.158308,17.474590,4.800209,1617859
1986-05-23,17.514126,17.711802,16.881561,17.593197,4.832790,1828747
1986-05-27,17.751337,17.790873,17.316448,17.672266,4.854513,1802504
1986-05-28,17.672266,17.830406,17.672266,17.830406,4.897949,1995370
1986-05-29,17.751337,17.949013,17.553659,17.949013,4.930532,2069355
1986-05-30,17.869942,18.107155,17.790873,17.949013,4.930532,2319448
1986-06-02,17.830406,17.988548,17.711802,17.830406,4.897949,1548301
1986-06-03,17.751337,17.949013,17.514126,17.949013,4.930532,2321029
1986-06-04,17.988548,17.988548,17.711802,17.949013,4.930532,1503088
1986-06-05,17.869942,17.988548,17.790873,17.988548,4.941392,927337
1986-06-06,17.909477,18.304831,17.869942,18.304831,5.028274,2617916
1986-06-09,18.304831,18.344366,17.988548,18.028084,4.952253,2057024
1986-06-10,18.028084,18.067619,17.830406,17.949013,4.930532,1808196
1986-06-11,17.988548,18.344366,17.869942,18.304831,5.028274,1944782
1986-06-12,18.265295,18.344366,18.225760,18.344366,5.039133,921329
1986-06-13,18.344366,18.779255,18.344366,18.660648,5.126013,2446233
1986-06-16,18.660648,18.858324,18.581577,18.818789,5.169456,1423096
1986-06-17,18.818789,19.253677,18.818789,19.214142,5.278056,2380153
1986-06-18,19.056002,19.056002,18.700184,18.937395,5.202039,2628033
1986-06-19,18.858324,18.937395,18.739717,18.779255,5.158597,1629241
1986-06-20,18.581577,18.660648,18.462971,18.660648,5.126013,4312605
1986-06-23,18.581577,18.897860,18.542042,18.779255,5.158597,1648212
1986-06-24,18.581577,18.739717,18.581577,18.581577,5.143274,2608430
1986-06-25,18.660648,18.700184,18.462971,18.502506,5.121390,1900202
1986-06-26,18.502506,18.502506,18.304831,18.304831,5.066673,833749
1986-06-27,18.304831,18.502506,18.186226,18.225760,5.044789,1235922
1986-06-30,18.225760,18.344366,18.146688,18.146688,5.022900,1057600
1986-07-01,18.107155,18.344366,18.067619,18.304831,5.066673,819521
1986-07-02,18.304831,18.660648,18.265295,18.660648,5.165160,1631771
1986-07-03,18.581577,18.621113,18.304831,18.383902,5.088559,1262164
1986-07-07,18.304831,18.304831,17.237377,17.237377,4.771210,2271390
1986-07-08,16.604815,17.316448,16.565277,17.276913,4.782155,2551519
1986-07-09,17.355984,17.474590,17.276913,17.355984,4.804038,1261216
1986-07-10,17.435055,17.435055,16.762955,17.237377,4.771210,1212525
1986-07-11,17.237377,17.237377,16.921097,17.158308,4.749321,1443331
1986-07-14,17.000166,17.197844,16.723419,16.802490,4.650834,1596992
1986-07-15,16.723419,17.276913,16.644348,17.039701,4.716494,2290360
1986-07-16,17.039701,17.158308,16.960630,17.039701,4.716494,1767093
1986-07-17,17.039701,17.276913,17.039701,17.197844,4.760266,1604896
1986-07-18,17.197844,18.028084,17.197844,17.395519,4.814982,3952167
1986-07-21,17.355984,17.553659,17.316448,17.355984,4.804038,1308009
1986-07-22,17.395519,17.790873,17.355984,17.474590,4.836867,1906209
1986-07-23,17.553659,17.632730,17.474590,17.632730,4.880643,898565
1986-07-24,17.553659,17.593197,17.237377,17.316448,4.793095,1146761
1986-07-25,17.355984,17.435055,17.079237,17.158308,4.749321,1401280
1986-07-28,17.158308,17.237377,16.723419,16.842026,4.661777,1183753
1986-07-29,16.842026,17.079237,16.683884,16.921097,4.683664,1481588
1986-07-30,16.881561,17.039701,16.565277,16.921097,4.683664,2388374
1986-07-31,16.921097,17.079237,16.921097,17.079237,4.727435,1377884
1986-08-01,17.039701,17.158308,16.762955,16.802490,4.650834,724037
1986-08-04,16.723419,16.881561,16.367601,16.723419,4.628948,1751284
1986-08-05,16.723419,16.802490,16.130390,16.169926,4.475744,2820267
1986-08-06,16.130390,16.209461,15.893179,16.090855,4.453859,1485383
1986-08-07,16.011786,16.130390,15.814108,15.814108,4.377254,2106031
1986-08-08,15.853644,15.932714,15.616432,15.735038,4.355370,1360494
1986-08-11,15.735038,16.328068,15.695503,16.328068,4.519515,1873327
1986-08-12,16.525743,16.644348,16.367601,16.644348,4.607060,1669712
1986-08-13,16.723419,17.039701,16.683884,16.921097,4.683664,1934033
1986-08-14,16.881561,17.158308,16.842026,17.039701,4.716494,2235662
1986-08-15,17.039701,17.079237,16.683884,17.000166,4.705551,1657065
1986-08-18,17.039701,17.118773,16.881561,17.079237,4.727435,1676667
1986-08-19,17.079237,17.118773,16.960630,17.039701,4.716494,1203356
1986-08-20,16.960630,17.158308,16.842026,17.079237,4.727435,1395905
1986-08-21,17.158308,17.474590,17.039701,17.474590,4.836867,1273546
1986-08-22,17.395519,17.593197,17.316448,17.316448,4.793095,1164150
1986-08-25,17.316448,17.316448,16.921097,17.197844,4.760266,1281135
1986-08-26,17.197844,17.474590,17.197844,17.355984,4.804038,1591301
1986-08-27,17.355984,17.988548,17.316448,17.790873,4.924414,3319820
1986-08-28,17.790873,18.146688,17.751337,17.869942,4.946298,1986833
1986-08-29,18.107155,18.502506,17.632730,18.067619,5.001014,1474949
1986-09-02,17.869942,18.107155,17.790873,17.790873,4.924414,2180648
1986-09-03,17.711802,17.869942,17.632730,17.830406,4.935356,3477907
1986-09-04,17.909477,18.225760,17.830406,18.186226,5.033847,2995427
1986-09-05,18.265295,18.462971,18.107155,18.225760,5.044789,2671981
1986-09-08,18.186226,18.581577,18.067619,18.502506,5.121390,1274495
1986-09-09,18.502506,18.739717,18.423435,18.462971,5.110447,2278345
1986-09-10,18.462971,18.502506,18.304831,18.383902,5.088559,2080105
1986-09-11,18.225760,18.265295,16.921097,17.158308,4.749321,4394810
1986-09-12,17.355984,17.553659,16.881561,17.316448,4.793095,4552897
1986-09-15,17.474590,17.593197,17.316448,17.395519,4.814982,1827482
1986-09-16,17.395519,17.435055,17.079237,17.276913,4.782155,1002902
1986-09-17,17.316448,17.474590,17.079237,17.316448,4.793095,2050384
1986-09-18,17.158308,17.474590,17.079237,17.474590,4.836867,1524904
1986-09-19,17.355984,17.553659,17.197844,17.395519,4.814982,2493659
1986-09-22,17.474590,17.593197,17.435055,17.514126,4.847812,1501824
1986-09-23,17.514126,17.553659,17.395519,17.474590,4.836867,1157511
1986-09-24,17.355984,17.474590,17.237377,17.355984,4.847910,1787960
1986-09-25,17.355984,17.355984,16.802490,16.960630,4.737481,1826217
1986-09-26,16.842026,17.079237,16.565277,16.723419,4.671221,1164783
1986-09-29,16.644348,16.683884,16.169926,16.644348,4.649137,1243510
1986-09-30,16.683884,17.197844,16.683884,16.960630,4.737481,1391479
1986-10-01,17.039701,17.395519,16.960630,17.276913,4.825826,1560632
1986-10-02,17.276913,17.474590,17.237377,17.435055,4.869994,1207782
1986-10-03,17.632730,17.672266,17.197844,17.316448,4.836867,1565691
1986-10-06,17.237377,17.474590,17.237377,17.474590,4.881041,894138
1986-10-07,17.395519,17.474590,17.197844,17.395519,4.858955,1073725
1986-10-08,17.316448,17.474590,17.237377,17.276913,4.825826,1377884
1986-10-09,17.276913,17.316448,17.039701,17.079237,4.770610,1057600
1986-10-10,17.079237,17.118773,16.881561,17.118773,4.781654,708228
1986-10-13,17.118773,17.237377,16.960630,17.237377,4.814780,294041
1986-10-14,17.276913,17.395519,17.079237,17.395519,4.858955,1121783
